食品番号,索引番号,食品名,エネルギー（Kcal）,タンパク質,脂質,炭水化物
15054,2192,＜ビスケット類＞ 中華風クッキー,513.0,5.1,29.5,61.8
15097,2193,＜ビスケット類＞ ビスケット ハードビスケット,422.0,7.6,10.0,77.8
15098,2194,＜ビスケット類＞ ビスケット ソフトビスケット,512.0,5.7,27.6,62.6
15099,2195,＜ビスケット類＞ プレッツェル,465.0,9.9,18.6,68.2
15096,2196,＜ビスケット類＞ リーフパイ,558.0,5.8,35.5,55.8
15100,2197,＜ビスケット類＞ ロシアケーキ,486.0,5.8,23.4,65.8
15101,2198,＜スナック類＞ 小麦粉あられ,472.0,7.6,19.5,68.8
15102,2199,＜スナック類＞ コーンスナック,516.0,5.2,27.1,65.3
15103,2200,＜スナック類＞ ポテトチップス ポテトチップス,541.0,4.7,35.2,54.7
15104,2201,＜スナック類＞ ポテトチップス 成形ポテトチップス,515.0,5.8,32.0,57.3
15109,2202,＜キャンデー類＞ かわり玉,392.0,0.0,0.0,99.5
15105,2203,＜キャンデー類＞ キャラメル,426.0,4.0,11.7,77.9
15107,2204,＜キャンデー類＞ ゼリーキャンデー,334.0,,0.0,83.9
15108,2205,＜キャンデー類＞ ゼリービーンズ,358.0,,,90.4
15110,2206,＜キャンデー類＞ ドロップ,389.0,0.0,0.0,98.0
15111,2207,＜キャンデー類＞ バタースコッチ,414.0,,6.5,91.0
15112,2208,＜キャンデー類＞ ブリットル,506.0,12.6,26.5,58.1
15113,2209,＜キャンデー類＞ マシュマロ,324.0,2.1,0.0,79.3
15106,2210,＜キャンデー類＞ ラムネ,373.0,0.0,0.5,92.2
15137,2211,＜チョコレート類＞ アーモンドチョコレート,562.0,11.4,40.4,43.3
15114,2212,＜チョコレート類＞ カバーリングチョコレート,488.0,7.1,24.3,64.2
15115,2213,＜チョコレート類＞ ホワイトチョコレート,588.0,7.2,39.5,50.9
15116,2214,＜チョコレート類＞ ミルクチョコレート,550.0,6.9,34.1,55.8
15117,2215,＜果実菓子類＞ マロングラッセ,303.0,1.1,0.3,77.4
15118,2216,＜チューインガム類＞ 板ガム,388.0,0.0,0.0,96.9
15119,2217,＜チューインガム類＞ 糖衣ガム,390.0,0.0,0.0,97.6
15120,2218,＜チューインガム類＞ 風船ガム,387.0,0.0,0.0,96.7
15138,2219,＜その他＞ カスタードクリーム,174.0,5.1,7.6,24.8
15139,2220,＜その他＞ しるこ こしあん,211.0,4.7,0.3,48.7
15140,2221,＜その他＞ しるこ つぶしあん,179.0,4.2,0.4,40.5
15180,2222,＜その他＞ チョコレートクリーム,481.0,4.6,32.0,47.3
16001,2223,＜アルコール飲料類＞ （醸造酒類） 清酒 普通酒,107.0,0.4,0.0,4.9
16002,2224,＜アルコール飲料類＞ （醸造酒類） 清酒 純米酒,102.0,0.4,0.0,3.6
16003,2225,＜アルコール飲料類＞ （醸造酒類） 清酒 本醸造酒,106.0,0.4,0.0,4.5
16004,2226,＜アルコール飲料類＞ （醸造酒類） 清酒 吟醸酒,103.0,0.3,0.0,3.6
16005,2227,＜アルコール飲料類＞ （醸造酒類） 清酒 純米吟醸酒,102.0,0.4,0.0,4.1
16006,2228,＜アルコール飲料類＞ （醸造酒類） ビール 淡色,39.0,0.3,0.0,3.1
16007,2229,＜アルコール飲料類＞ （醸造酒類） ビール 黒,45.0,0.4,0.0,3.6
16008,2230,＜アルコール飲料類＞ （醸造酒類） ビール スタウト,62.0,0.5,0.0,4.9
16009,2231,＜アルコール飲料類＞ （醸造酒類） 発泡酒,44.0,0.1,0.0,3.6
16010,2232,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 白,75.0,0.1,0.0,2.0
16011,2233,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 赤,68.0,0.2,0.0,1.5
16012,2234,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 ロゼ,71.0,0.1,0.0,4.0
16013,2235,＜アルコール飲料類＞ （醸造酒類） 紹興酒,126.0,1.7,0.0,5.1
16014,2236,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 連続式蒸留しょうちゅう,203.0,0.0,0.0,0.0
16015,2237,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 単式蒸留しょうちゅう,144.0,0.0,0.0,0.0
16060,2238,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 泡盛,206.0,0.0,0.0,0.0
16016,2239,＜アルコール飲料類＞ （蒸留酒類） ウイスキー,234.0,0.0,0.0,0.0
16017,2240,＜アルコール飲料類＞ （蒸留酒類） ブランデー,234.0,0.0,0.0,0.0
16018,2241,＜アルコール飲料類＞ （蒸留酒類） ウオッカ,237.0,0.0,0.0,0.0
16019,2242,＜アルコール飲料類＞ （蒸留酒類） ジン,280.0,0.0,0.0,0.1
16020,2243,＜アルコール飲料類＞ （蒸留酒類） ラム,237.0,0.0,0.0,0.1
16021,2244,＜アルコール飲料類＞ （蒸留酒類） マオタイ酒,317.0,0.0,0.0,0.0
16022,2245,＜アルコール飲料類＞ （混成酒類） 梅酒,155.0,0.1,0.0,20.7
16023,2246,＜アルコール飲料類＞ （混成酒類） 合成清酒,108.0,0.1,0.0,5.3
16024,2247,＜アルコール飲料類＞ （混成酒類） 白酒,236.0,1.9,0.0,48.1
16025,2248,＜アルコール飲料類＞ （混成酒類） みりん 本みりん,241.0,0.3,0.0,43.2
16026,2249,＜アルコール飲料類＞ （混成酒類） みりん 本直し,179.0,0.1,0.0,14.4
16027,2250,＜アルコール飲料類＞ （混成酒類） 薬味酒,181.0,0.0,0.0,26.8
16028,2251,＜アルコール飲料類＞ （混成酒類） キュラソー,319.0,0.0,0.0,26.4
16029,2252,＜アルコール飲料類＞ （混成酒類） スイートワイン,125.0,0.1,0.0,13.4
16030,2253,＜アルコール飲料類＞ （混成酒類） ペパーミント,300.0,0.0,0.0,37.6
16031,2254,＜アルコール飲料類＞ （混成酒類） ベルモット 甘口タイプ,151.0,0.1,0.0,16.4
16032,2255,＜アルコール飲料類＞ （混成酒類） ベルモット 辛口タイプ,113.0,0.1,0.0,3.7
16059,2256,＜アルコール飲料類＞ （混成酒類） 缶チューハイ レモン風味,51.0,0.0,0.0,2.9
16033,2257,＜茶類＞ （緑茶類） 玉露 茶,241.0,29.1,4.1,43.9
16034,2258,＜茶類＞ （緑茶類） 玉露 浸出液,5.0,1.3,0.0,0.0
16035,2259,＜茶類＞ （緑茶類） 抹茶 茶,237.0,29.6,5.3,39.5
16036,2260,＜茶類＞ （緑茶類） せん茶 茶,229.0,24.5,4.7,47.7
16037,2261,＜茶類＞ （緑茶類） せん茶 浸出液,2.0,0.2,0.0,0.2
16038,2262,＜茶類＞ （緑茶類） かまいり茶 浸出液,1.0,0.1,0.0,0.0
16039,2263,＜茶類＞ （緑茶類） 番茶 浸出液,0.0,0.0,0.0,0.1
16040,2264,＜茶類＞ （緑茶類） ほうじ茶 浸出液,0.0,0.0,0.0,0.1
16041,2265,＜茶類＞ （緑茶類） 玄米茶 浸出液,0.0,0.0,0.0,0.0
16042,2266,＜茶類＞ （発酵茶類） ウーロン茶 浸出液,0.0,0.0,0.0,0.1
16043,2267,＜茶類＞ （発酵茶類） 紅茶 茶,234.0,20.3,2.5,51.7
16044,2268,＜茶類＞ （発酵茶類） 紅茶 浸出液,1.0,0.1,0.0,0.1
16045,2269,＜コーヒー・ココア類＞ コーヒー 浸出液,4.0,0.2,0.0,0.7
16046,2270,＜コーヒー・ココア類＞ コーヒー インスタントコーヒー,287.0,14.7,0.3,56.5
16047,2271,＜コーヒー・ココア類＞ コーヒー コーヒー飲料 乳成分入り 加糖,38.0,0.7,0.3,8.2
16048,2272,＜コーヒー・ココア類＞ ココア ピュアココア,386.0,18.5,21.6,42.4
16049,2273,＜コーヒー・ココア類＞ ココア ミルクココア,400.0,7.4,6.8,80.4
16056,2274,＜その他＞ 青汁 ケール,312.0,13.8,4.4,70.2
16050,2275,＜その他＞ 甘酒,76.0,1.7,0.1,18.3
16051,2276,＜その他＞ 昆布茶,173.0,5.2,0.2,42.0
16057,2277,＜その他＞ スポーツドリンク,21.0,0.0,0.0,5.1
16052,2278,＜その他＞ （炭酸飲料類） 果実色飲料,51.0,0.0,0.0,12.8
16053,2279,＜その他＞ （炭酸飲料類） コーラ,46.0,0.1,0.0,11.4
16054,2280,＜その他＞ （炭酸飲料類） サイダー,41.0,0.0,0.0,10.2
16058,2281,＜その他＞ （炭酸飲料類） ビール風味炭酸飲料,5.0,0.1,0.0,1.2
16061,2282,＜その他＞ なぎなたこうじゅ 浸出液,0.0,0.0,0.0,0.0
16055,2283,＜その他＞ 麦茶 浸出液,1.0,0.0,0.0,0.3
17001,2284,＜調味料類＞ （ウスターソース類） ウスターソース,117.0,1.0,0.1,27.1
17002,2285,＜調味料類＞ （ウスターソース類） 中濃ソース,129.0,0.8,0.1,30.9
17003,2286,＜調味料類＞ （ウスターソース類） 濃厚ソース,130.0,0.9,0.1,30.9
17085,2287,＜調味料類＞ （ウスターソース類） お好み焼きソース,144.0,1.6,0.1,33.7
17004,2288,＜調味料類＞ （辛味調味料類） トウバンジャン,49.0,2.0,2.3,7.9
17005,2289,＜調味料類＞ （辛味調味料類） チリペッパーソース,58.0,0.7,0.5,12.8
17006,2290,＜調味料類＞ （辛味調味料類） ラー油,887.0,0.1,99.8,0.0
17007,2291,＜調味料類＞ （しょうゆ類） こいくちしょうゆ,76.0,7.7,0.0,7.9
17086,2292,＜調味料類＞ （しょうゆ類） こいくちしょうゆ 減塩,68.0,8.1,0.0,9.0
17008,2293,＜調味料類＞ （しょうゆ類） うすくちしょうゆ,60.0,5.7,0.0,5.8
17139,2294,＜調味料類＞ （しょうゆ類） うすくちしょうゆ 低塩,77.0,6.4,0.0,7.6
17009,2295,＜調味料類＞ （しょうゆ類） たまりしょうゆ,111.0,11.8,0.0,15.9
17010,2296,＜調味料類＞ （しょうゆ類） さいしこみしょうゆ,101.0,9.6,0.0,15.9
17011,2297,＜調味料類＞ （しょうゆ類） しろしょうゆ,86.0,2.5,0.0,19.2
17087,2298,＜調味料類＞ （しょうゆ類） だししょうゆ,39.0,4.0,0.0,4.1
17088,2299,＜調味料類＞ （しょうゆ類） 照りしょうゆ,172.0,2.4,0.0,35.7
17012,2300,＜調味料類＞ （食塩類） 食塩,0.0,0.0,0.0,0.0
17013,2301,＜調味料類＞ （食塩類） 並塩,0.0,0.0,0.0,0.0
17146,2302,＜調味料類＞ （食塩類） 減塩タイプ食塩 調味料含む,50.0,0.0,0.0,16.7
17147,2303,＜調味料類＞ （食塩類） 減塩タイプ食塩 調味料不使用,0.0,0.0,0.0,0.0
17014,2304,＜調味料類＞ （食塩類） 精製塩 家庭用,0.0,0.0,0.0,0.0
17089,2305,＜調味料類＞ （食塩類） 精製塩 業務用,0.0,0.0,0.0,0.0
17090,2306,＜調味料類＞ （食酢類） 黒酢,54.0,1.0,0.0,9.0
17015,2307,＜調味料類＞ （食酢類） 穀物酢,25.0,0.1,0.0,2.4
17016,2308,＜調味料類＞ （食酢類） 米酢,46.0,0.2,0.0,7.4
17091,2309,＜調味料類＞ （食酢類） 果実酢 バルサミコ酢,99.0,0.5,0.0,19.4
17017,2310,＜調味料類＞ （食酢類） 果実酢 ぶどう酢,22.0,0.1,0.0,1.2
17018,2311,＜調味料類＞ （食酢類） 果実酢 りんご酢,26.0,0.1,0.0,2.4
17130,2312,＜調味料類＞ （だし類） あごだし,0.0,0.1,0.0,0.0
17019,2313,＜調味料類＞ （だし類） かつおだし 荒節,2.0,0.4,0.0,0.0
17131,2314,＜調味料類＞ （だし類） かつおだし 本枯れ節,2.0,0.5,0.0,0.0
17020,2315,＜調味料類＞ （だし類） 昆布だし 水出し,4.0,0.1,0.0,0.9
17132,2316,＜調味料類＞ （だし類） 昆布だし 煮出し,5.0,0.1,0.0,1.3
17021,2317,＜調味料類＞ （だし類） かつお・昆布だし 荒節・昆布だし,2.0,0.3,0.0,0.3
17148,2318,＜調味料類＞ （だし類） かつお・昆布だし 本枯れ節・昆布だし,2.0,0.3,0.0,0.4
17022,2319,＜調味料類＞ （だし類） しいたけだし,4.0,0.1,0.0,0.9
17023,2320,＜調味料類＞ （だし類） 煮干しだし,1.0,0.1,0.1,0.0
17024,2321,＜調味料類＞ （だし類） 鶏がらだし,7.0,0.9,0.4,0.0
17025,2322,＜調味料類＞ （だし類） 中華だし,3.0,0.8,0.0,0.0
17026,2323,＜調味料類＞ （だし類） 洋風だし,6.0,1.3,0.0,0.3
17027,2324,＜調味料類＞ （だし類） 固形ブイヨン,233.0,7.0,4.3,42.1
17092,2325,＜調味料類＞ （だし類） 顆粒おでん用,166.0,9.6,0.1,31.7
17093,2326,＜調味料類＞ （だし類） 顆粒中華だし,210.0,12.6,1.6,36.6
17028,2327,＜調味料類＞ （だし類） 顆粒和風だし,223.0,24.2,0.3,31.1
17140,2328,＜調味料類＞ （だし類） なべつゆ ストレート しょうゆ味,20.0,1.0,0.0,4.1
17029,2329,＜調味料類＞ （だし類） めんつゆ ストレート,44.0,2.2,0.0,8.7
17141,2330,＜調味料類＞ （だし類） めんつゆ 二倍濃縮,71.0,3.4,0.0,14.4
17030,2331,＜調味料類＞ （だし類） めんつゆ 三倍濃縮,98.0,4.5,0.0,20.0
17142,2332,＜調味料類＞ （だし類） ラーメンスープ 濃縮 しょうゆ味 ストレートしょうゆ味,157.0,3.3,11.7,9.9
17143,2333,＜調味料類＞ （だし類） ラーメンスープ 濃縮 みそ味 ストレートみそ味,187.0,6.4,11.0,16.8
17094,2334,＜調味料類＞ （調味ソース類） 甘酢,116.0,0.1,0.0,28.4
17095,2335,＜調味料類＞ （調味ソース類） エビチリの素,54.0,1.2,1.4,9.5
17031,2336,＜調味料類＞ （調味ソース類） オイスターソース,105.0,7.7,0.3,18.3
17096,2337,＜調味料類＞ （調味ソース類） 黄身酢,219.0,6.3,13.1,20.0
17133,2338,＜調味料類＞ （調味ソース類） 魚醤油 いかなごしょうゆ,64.0,13.9,0.0,2.1
17134,2339,＜調味料類＞ （調味ソース類） 魚醤油 いしる （いしり）,67.0,12.8,0.0,4.2
17135,2340,＜調味料類＞ （調味ソース類） 魚醤油 しょっつる,29.0,6.1,0.0,1.1
17107,2341,＜調味料類＞ （調味ソース類） 魚醤油 ナンプラー,47.0,9.1,0.1,2.7
17097,2342,＜調味料類＞ （調味ソース類） ごま酢,212.0,4.0,8.0,29.9
17098,2343,＜調味料類＞ （調味ソース類） ごまだれ,282.0,7.2,15.1,29.2
17099,2344,＜調味料類＞ （調味ソース類） 三杯酢,85.0,0.9,0.0,17.8
17100,2345,＜調味料類＞ （調味ソース類） 二杯酢,59.0,3.5,0.0,7.6
17101,2346,＜調味料類＞ （調味ソース類） すし酢 ちらし・稲荷用,150.0,0.1,0.0,34.9
17102,2347,＜調味料類＞ （調味ソース類） すし酢 にぎり用,70.0,0.2,0.0,14.3
17103,2348,＜調味料類＞ （調味ソース類） すし酢 巻き寿司・箱寿司用,107.0,0.1,0.0,23.8
17104,2349,＜調味料類＞ （調味ソース類） 中華風合わせ酢,153.0,3.0,3.4,24.8
17105,2350,＜調味料類＞ （調味ソース類） デミグラスソース,82.0,2.9,3.0,11.0
17106,2351,＜調味料類＞ （調味ソース類） テンメンジャン,249.0,8.5,7.7,38.1
17108,2352,＜調味料類＞ （調味ソース類） 冷やし中華のたれ,114.0,2.1,1.2,23.1
17109,2353,＜調味料類＞ （調味ソース類） ホワイトソース,99.0,1.8,6.2,9.2
17110,2354,＜調味料類＞ （調味ソース類） ぽん酢しょうゆ,49.0,3.4,0.1,7.4
17137,2355,＜調味料類＞ （調味ソース類） ぽん酢しょうゆ 市販品,59.0,3.7,0.0,10.8
17032,2356,＜調味料類＞ （調味ソース類） マーボー豆腐の素,115.0,4.2,6.3,10.4
17111,2357,＜調味料類＞ （調味ソース類） マリネ液,66.0,0.1,0.0,10.9
17033,2358,＜調味料類＞ （調味ソース類） ミートソース,96.0,3.8,5.0,10.1
17144,2359,＜調味料類＞ （調味ソース類） 焼きそば粉末ソース,248.0,5.6,0.7,62.4
17112,2360,＜調味料類＞ （調味ソース類） 焼き鳥のたれ,131.0,3.3,0.0,28.5
17113,2361,＜調味料類＞ （調味ソース類） 焼き肉のたれ,164.0,4.3,2.2,32.3
17114,2362,＜調味料類＞ （調味ソース類） みたらしのたれ,127.0,0.9,0.0,30.8
17115,2363,＜調味料類＞ （調味ソース類） ゆずこしょう,37.0,1.3,0.8,9.3
17034,2364,＜調味料類＞ （トマト加工品類） トマトピューレー,44.0,1.9,0.1,9.9
17035,2365,＜調味料類＞ （トマト加工品類） トマトペースト,94.0,3.8,0.1,22.0
17036,2366,＜調味料類＞ （トマト加工品類） トマトケチャップ,104.0,1.6,0.2,27.6
17037,2367,＜調味料類＞ （トマト加工品類） トマトソース,41.0,2.0,0.2,8.5
17038,2368,＜調味料類＞ （トマト加工品類） チリソース,112.0,1.8,0.1,26.3
17042,2369,＜調味料類＞ （ドレッシング類） 半固形状ドレッシング マヨネーズ 全卵型,668.0,1.4,76.0,3.6
17043,2370,＜調味料類＞ （ドレッシング類） 半固形状ドレッシング マヨネーズ 卵黄型,668.0,2.5,74.7,0.6
17118,2371,＜調味料類＞ （ドレッシング類） 半固形状ドレッシング マヨネーズタイプ調味料 低カロリータイプ,262.0,2.9,28.3,3.3
17040,2372,＜調味料類＞ （ドレッシング類） 分離液状ドレッシング フレンチドレッシング 分離液状,325.0,,31.5,12.4
17116,2373,＜調味料類＞ （ドレッシング類） 分離液状ドレッシング 和風ドレッシング 分離液状,179.0,1.9,14.5,9.3
17039,2374,＜調味料類＞ （ドレッシング類） 分離液状ドレッシング 和風ドレッシングタイプ調味料 ノンオイルタイプ,83.0,3.1,0.1,16.1
17117,2375,＜調味料類＞ （ドレッシング類） 乳化液状ドレッシング ごまドレッシング,399.0,2.7,38.3,15.0
17041,2376,＜調味料類＞ （ドレッシング類） 乳化液状ドレッシング サウザンアイランドドレッシング,392.0,0.3,39.2,12.8
17149,2377,＜調味料類＞ （ドレッシング類） 乳化液状ドレッシング フレンチドレッシング 乳化液状,376.0,0.1,38.8,9.3
17044,2378,＜調味料類＞ （みそ類） 米みそ 甘みそ,206.0,9.7,3.0,37.9
17045,2379,＜調味料類＞ （みそ類） 米みそ 淡色辛みそ,182.0,12.5,6.0,21.9
17046,2380,＜調味料類＞ （みそ類） 米みそ 赤色辛みそ,178.0,13.1,5.5,21.1
17120,2381,＜調味料類＞ （みそ類） 米みそ だし入りみそ,167.0,11.0,5.6,20.6
17145,2382,＜調味料類＞ （みそ類） 米みそ だし入りみそ 減塩,164.0,10.3,5.1,22.2
17047,2383,＜調味料類＞ （みそ類） 麦みそ,184.0,9.7,4.3,30.0
17048,2384,＜調味料類＞ （みそ類） 豆みそ,207.0,17.2,10.5,14.5
17119,2385,＜調味料類＞ （みそ類） 減塩みそ,190.0,11.0,5.9,25.7
17049,2386,＜調味料類＞ （みそ類） 即席みそ 粉末タイプ,321.0,21.9,9.3,43.0
17050,2387,＜調味料類＞ （みそ類） 即席みそ ペーストタイプ,122.0,8.9,3.7,15.4
17121,2388,＜調味料類＞ （みそ類） 辛子酢みそ,216.0,5.0,2.1,44.6
17122,2389,＜調味料類＞ （みそ類） ごまみそ,245.0,9.4,9.9,32.9
17123,2390,＜調味料類＞ （みそ類） 酢みそ,211.0,4.9,1.5,44.8
17124,2391,＜調味料類＞ （みそ類） 練りみそ,267.0,5.5,1.7,59.1
17051,2392,＜調味料類＞ （ルウ類） カレールウ,474.0,6.5,34.1,44.7
17052,2393,＜調味料類＞ （ルウ類） ハヤシルウ,501.0,5.8,33.2,47.5
17125,2394,＜調味料類＞ （その他） お茶漬けの素 さけ,251.0,20.2,3.7,37.1
17136,2395,＜調味料類＞ （その他） キムチの素,125.0,5.3,1.0,26.0
17053,2396,＜調味料類＞ （その他） 酒かす,215.0,14.9,1.5,23.8
17126,2397,＜調味料類＞ （その他） 即席すまし汁,194.0,18.3,0.8,30.5
